%eval_id interface             x1             x2       obj_fn_1       obj_fn_2 nln_ineq_con_1 
1            NO_ID  0.02234516201    7.390150161   0.5187864551    0.520355072 0.003864104798 
69           NO_ID    0.703252517    1.853632332    4.380119944    5.933838895   0.9600078945 
70           NO_ID   0.7206842726    1.114859516    3.005623222    4.637321901   0.6063715999 
71           NO_ID   0.7393287638    13.28972195    30.91536487    32.63258147    7.607110387 
72           NO_ID   0.7826928705    17.84969591      43.932831     45.8573962    11.45096786 
73           NO_ID   0.8077807821    13.31246835    33.84542873     35.8953487    9.096498234 
74           NO_ID   0.8097720802    9.087890791    23.21095599    25.27099512    6.240470221 
75           NO_ID   0.8205759622    18.23021826    47.04354507    49.15892049    12.85458522 
76           NO_ID   0.8212915812    1.638245285    4.728368892    6.847435533    1.157183645 
77           NO_ID   0.8213803828     8.70631087    22.56589504    24.68541995    6.151080925 
78           NO_ID   0.8619338697     11.3605267    30.85096043    33.18494384    8.838426978 
79           NO_ID   0.8760296511    6.901410747    19.14597304    21.55691905    5.546309565 
80           NO_ID   0.8836129871    7.139442669    19.96996332    22.42283062    5.837368486 
81           NO_ID   0.8855383708    6.146976448    17.27743421    19.74100271    5.047832498 
82           NO_ID   0.8924118946    11.40954018     32.0854237    34.58738492    9.515409005 
83           NO_ID   0.9086296618    19.47585936    55.65517384    58.24889743    16.83833198 
84           NO_ID   0.9383251336    12.35330454    36.52040685    39.28643484    11.38986206 
85           NO_ID   0.9435148774    7.101976987    21.23621212    24.03292175    6.620722476 
86           NO_ID    0.950669996    19.33386031    57.81261631    60.65190431    18.29813254 
87           NO_ID   0.9588536531    9.931991328    30.05751312    32.94589444    9.562459397 
88           NO_ID   0.9713895251     16.7919078     51.3297079    54.29410722    16.59264001 
89           NO_ID   0.9731711591    7.793494085    24.01214968    26.98743303      7.7292844 
90           NO_ID   0.9797186595    14.15419187    43.66909728    46.68455075    14.22710235 
91           NO_ID   0.9803040051    14.23417777     43.9410609    46.96011869    14.32460177 
92           NO_ID     0.99427864   0.7049615684    3.807178171    6.912925297   0.7298107882 
93           NO_ID    1.025338974    19.15856371    61.80183328    65.10465251    21.09242419 
94           NO_ID    1.025557425    2.258567457    7.991892025    11.29611875    2.487606317 
95           NO_ID    1.065440262    14.93027004     50.1013739    53.66759349    17.74820718 
96           NO_ID     1.07756225     6.52181051     22.3773612    26.02519135    7.930152353 
97           NO_ID    1.089840993    18.34618644    62.92507593    66.65651326    22.81921494 
98           NO_ID    1.099246694    9.311951878    32.38104308     36.1771655    11.78310309 
99           NO_ID     1.09946372    7.117148744    24.87471024    28.67233175      9.0094124 
100          NO_ID    1.112978017    5.857176336    20.84621209    24.73776595    7.597839054 
101          NO_ID    1.116130641    13.25992953    46.65940654    50.57303807    17.29815945 
102          NO_ID    1.129629356      11.327321    40.39819632    44.40706484     15.1365802 
103          NO_ID    1.169472384     5.11867827    19.29064154    23.58728992    7.331053565 
104          NO_ID    1.191080199    3.387816569     13.4374833    17.89437296    5.033041546 
105          NO_ID    1.199655017    12.09453496    45.80589889    50.32719157    18.22764413 
106          NO_ID    1.202582582   0.1537962538    4.580390396    9.123776983   0.2329186122 
107          NO_ID    1.205137829    14.68933982    55.80145904    60.36417371    22.34108875 
108          NO_ID    1.217983952     12.7260093    48.91743805    53.57794334    19.76987788 
109          NO_ID    1.248204532    7.619041292    30.27521191    35.16985898    12.43083939 
110          NO_ID    1.252901536    18.67649377    73.67789357    78.60944715    30.70137658 
111          NO_ID    1.257288894    4.952729682    20.18324251    25.14939478    8.198669917 
112          NO_ID    1.260578624    13.45052949    53.50053793    58.49271233    22.38246301 
113          NO_ID    1.271264763    8.093380168    32.71962753    37.79679971    13.69716154 
114          NO_ID    1.271584295    16.52946409    66.22700035    71.30672514    27.98837617 
115          NO_ID    1.314095287    1.611001064    8.582774369    14.00782241    2.913252721 
116          NO_ID    1.331033516    16.85070498     70.6817991    76.24760242    31.26256991 
117          NO_ID    1.336840867    10.16034656     43.0392951      48.653772    19.01501035 
118          NO_ID    1.338437359    14.56136923    61.48611456    67.11400939     27.3166182 
119          NO_ID    1.360940836    13.34755392    57.36363408     63.1823662    25.88861357 
120          NO_ID    1.373793302    16.43334257    71.17204681    77.10119987    32.47860114 
121          NO_ID    1.385815326    3.602148594     16.8031019    22.83648069    7.244375647 
122          NO_ID    1.397863073    6.245180139    28.10443393    34.24317249    12.77917603 
123          NO_ID    1.418452617    19.77761282    88.35938203    94.68029104    41.67083036 
124          NO_ID    1.421883135    8.494224394    38.47144101    44.82296114    17.98374574 
125          NO_ID    1.453486924    11.45574221    52.72930689    59.36631168    25.34393862 
126          NO_ID    1.456745342    8.210261431    38.16112649    44.82792222    18.24537863 
127          NO_ID     1.45723688    17.28100914    79.39401521    86.06531075    38.42890643 
128          NO_ID    1.473167563    10.65279243    49.77130029    56.58925588    24.21008856 
129          NO_ID    1.473592018    15.38542205    71.55161966    78.37350465    34.98585991 
130          NO_ID    1.493445342    13.27864494    62.69350149    69.70044374    31.01423275 
131          NO_ID    1.520494391    13.85176589    66.56419097    73.82724905    33.53539343 
132          NO_ID    1.535394658    9.682851056    47.28959303    54.69569902    23.90407375 
133          NO_ID     1.56747934    6.336150005    32.14221542    39.86108181    16.30263177 
134          NO_ID    1.569977543    8.476903768    42.52106476    50.26455496    21.88027377 
135          NO_ID    1.576092835    12.56099274    62.68271073    70.48664248    32.67504333 
136          NO_ID    1.592524579    10.17933469    51.54733556    59.51483717    27.03462187 
137          NO_ID     1.60029661    5.706287355    29.79504778     37.8405071    15.30323426 
138          NO_ID     1.60721588    15.65580931    79.46504607    87.58022878     42.3499177 
139          NO_ID    1.639788659    6.103992763    32.55991669    41.00736668    17.18772455 
140          NO_ID    1.640705993    17.31567399    89.65218946    98.10909348    48.81233101 
141          NO_ID     1.64260828    3.274185305     18.9031891    27.37971489    9.251238735 
142          NO_ID     1.65794883    11.66137941    61.35026776    69.98585981    33.56763844 
143          NO_ID    1.674130387    19.57180341    103.3125354    112.1175166    57.44312016 
144          NO_ID     1.67719733    12.13648181    64.55572615    73.39299765    35.75112827 
145          NO_ID    1.682757154    18.96015774    100.6275791    109.5235379     56.2229275 
146          NO_ID    1.700246828    5.629196021     31.4098669    40.49170634    17.04115147 
147          NO_ID     1.70386931    15.33908773    82.61304487    91.73362438    46.63378975 
148          NO_ID    1.719438108     5.53190551    31.29228963    40.58030593     17.1268095 
149          NO_ID    1.719868594    5.027631328     28.7103988    38.00306644    15.57336899 
150          NO_ID    1.733071875    2.565772572    16.85782835    26.29372165    8.070118741 
151          NO_ID    1.734528314     8.19843369    45.66365363    55.11541307    25.82987435 
152          NO_ID     1.73595883    4.834129831    28.01213111    37.47948727    15.25547627 
153          NO_ID    1.737938734    5.288505315    30.39388043    39.88284441     16.7274788 
154          NO_ID    1.743622619    9.339839448    52.04522296    61.59635526    29.73534742 
155          NO_ID    1.744618808    10.18685353     56.6458277    66.20787687    32.46906481 
156          NO_ID    1.761750761    8.994062147    50.72546308    60.47623074    29.23300345 
157          NO_ID    1.780974018    17.16955272    96.58070725    106.5454259    57.02992065 
158          NO_ID    1.786268378    3.295710917    21.03646884    31.06052042    11.01212541 
159          NO_ID    1.799503184    4.315068705    26.43065935    36.60380146    14.63260239 
160          NO_ID    1.803622484    16.35758526    93.24784554    103.4676163    55.72359046 
161          NO_ID    1.813890371    15.19126802     87.1824325    97.51889524    52.34132529 
162          NO_ID    1.826084373    6.161804034    36.86875104    47.34465608    21.51682463 
163          NO_ID    1.829267187    19.80372682    114.2927877     124.805243    69.39526415 
164          NO_ID    1.838507127    16.67035896    96.86912367    107.4880476    59.00709103 
165          NO_ID    1.847999534   0.7815301981    11.64884256     22.3777028    2.794976088 
166          NO_ID    1.861640654    6.520351584    39.65824326    50.54607953    23.66417348 
167          NO_ID    1.875097129    4.494069267    28.68558209    39.73138806    16.54687238 
168          NO_ID     1.88638249    10.58228248    63.70180156    74.88096707    39.43369577 
169          NO_ID     1.89924555    14.96856168    90.02831019    101.3604548    56.54196847 
170          NO_ID    1.903109631    4.717002802    30.41082427    41.78912706    17.89049538 
171          NO_ID    1.914801799    2.592481441    19.38776156    30.90630398    9.953869155 
172          NO_ID    1.928945329    12.48366616    76.54829981    88.23763226      48.641908 
173          NO_ID    1.933869776     18.6177053    113.7191528    125.4682454    72.91371421 
174          NO_ID    1.937109447    4.743890522    31.18355876    42.97204907    18.64110249 
175          NO_ID    1.941449443    18.37944141    112.7243615     124.565734    72.54593747 
176          NO_ID     1.94298036    6.776320472    43.02975909    54.88981385    26.78917728 
177          NO_ID    1.963877115    19.44722674    120.5938341    132.7103705    78.54434359 
178          NO_ID    1.979145334    8.921088161     56.8169815    69.12265098    36.59332079 
179          NO_ID    1.979623633   0.3284930719    12.47996802    24.79158604    1.348093741 
180          NO_ID    1.989963172     1.24341636    14.66947262    27.11003321    5.156265523 
181          NO_ID    1.998765563    5.442340255    36.40597584    48.95683885    22.76868899 
182          NO_ID    2.023555009    18.49559505    118.2815509    131.1456656    79.30981849 
183          NO_ID    2.038779171    5.185537993    35.68829979    48.74670824    22.57162439 
184          NO_ID    2.058086322    9.978205203    65.87380653    79.18071119     44.2596751 
185          NO_ID    2.062490677    0.284281755    13.49026818    26.85418798    1.266372858 
186          NO_ID    2.068608744    7.574790049    51.02910686    64.47242836    33.94344597 
187          NO_ID     2.07048026   0.1040523407    13.48465356      26.952311     0.46711376 
188          NO_ID    2.071753592   0.5147165621    13.89415265    27.37838024    2.313518421 
189          NO_ID     2.08960543    15.00422286    99.44868127    113.1662912    68.60735879 
190          NO_ID    2.093879977    15.28305425    101.4728972    115.2466866    70.16852392 
191          NO_ID    2.107550358    4.716899434    34.20656886    48.16079619      21.940229 
192          NO_ID    2.108731736  0.08816636172    13.98208063     27.9519563    0.410557704 
193          NO_ID    2.123248839    2.751180717    23.18107409    37.34395695    12.98821674 
194          NO_ID    2.136666371    4.154563855    31.35964342    45.70209202    19.86220617 
195          NO_ID    2.160448968   0.4076560123    14.92226583     29.5857744    1.992555811 
196          NO_ID    2.161762515    8.002454912    56.29576632    70.97711105    39.16226643 
197          NO_ID     2.16215035    2.528418127    22.59780541    37.28441849    12.37796624 
198          NO_ID    2.164497973    16.87087188    115.6617627     130.380286    82.77144024 
199          NO_ID    2.168803039    4.402290976    33.43744963     48.2145798    21.68440893 
200          NO_ID    2.171711131    18.96292908    130.2227569    145.0395421     93.6565495 
201          NO_ID    2.172121905     11.4861367    79.76970971    94.59210064    56.75066945 
202          NO_ID    2.172683087    5.361137821    39.48430323    54.31435408    26.50198216 
203          NO_ID    2.175570057    9.654533467     67.6409839    82.51047202    47.85265691 
204          NO_ID    2.206039597    14.05815278    98.62200673    113.9109152    71.64460355 
205          NO_ID    2.207598697    9.071562835    64.75084111    80.06136779     46.2968016 
206          NO_ID    2.210688434    6.891658607    50.26536858    65.61878223    35.27016177 
207          NO_ID    2.222193667    14.18451322    100.2331542    115.7467933    73.35113958 
208          NO_ID     2.26032605    19.07720751    136.4152529    152.4658818    102.0670593 
209          NO_ID    2.282142799    13.67880564    99.42658931     115.788556    74.60405405 
210          NO_ID    2.294399437    11.74384615    86.25085367    102.7890418    64.74064559 
211          NO_ID    2.312185249    13.13069554    96.84811855    113.6437031    73.51256926 
212          NO_ID    2.313900135    17.59250288    128.9871758    145.8076833    98.63827563 
213          NO_ID    2.318615332    17.58274034    129.1840037    146.0731338    98.98572936 
214          NO_ID    2.330995301    11.20249861    83.79344555     100.863412    63.74209196 
215          NO_ID    2.334289924    3.669278484    31.89181968    49.01007358    20.93721357 
216          NO_ID    2.350215191     13.9280203    104.2901724    121.6427954    80.56256172 
217          NO_ID    2.354196195    6.794215323    53.18056221     70.5920218    39.43240187 
218          NO_ID     2.37122825     7.78182479    60.60173263     78.2660392    45.82017958 
219          NO_ID    2.388730842    2.698952734    27.04755623    44.97359397    16.12717619 
220          NO_ID    2.389455066    15.38789762    116.8965856    134.8334947    92.00377393 
221          NO_ID    2.431376261    10.76041362    84.26436047    102.8361698     66.6134501 
222          NO_ID    2.432270815    18.79162208    144.7884186    163.3738964    116.4170915 
223          NO_ID    2.432515082     4.28903795    37.68117845    56.27038941    26.57661043 
224          NO_ID    2.459731755    15.87047281    124.1029121    143.1104283    100.5527562 
225          NO_ID    2.468590137    15.70711438    123.3087047    142.4533732    100.2358329 
226          NO_ID    2.472560952    5.767085527     48.7410872    67.94739503    36.92147331 
227          NO_ID    2.476020335    6.054564214    50.88235784    70.14244673    38.87048165 
228          NO_ID    2.496876383     12.1856495    97.57226381    117.1581829    79.55571494 
229          NO_ID    2.500366537    12.15655679    97.49030578    117.1310178    79.58781048 
230          NO_ID    2.508522762    17.76946774    141.4253706    161.1944281    117.0952099 
231          NO_ID    2.524470907    14.75566278    118.7253968    138.7466203    98.47547393 
232          NO_ID    2.531407342    7.838509049    65.50698712    85.63838551    52.60004948 
233          NO_ID    2.538115337   0.5926989208    20.78271631    41.02094875    3.998392841 
234          NO_ID    2.546661609    3.558954952    35.01258398    55.38733711    24.17094286 
235          NO_ID    2.549692189    19.34016796    156.2570102    176.6802849    131.6631879 
236          NO_ID    2.550443691    10.78815558    88.82234411    109.2576598    73.48645516 
237          NO_ID    2.556966256   0.5127890783    20.94894637    41.48891926    3.510891255 
238          NO_ID    2.557464639    3.549204731    35.14810222    55.69608286    24.30966337 
239          NO_ID       2.564529    13.70044716    112.2976028    132.9592576    94.35797003 
240          NO_ID    2.571574781    3.762424134    36.81756564    57.59290798    26.05521647 
241          NO_ID    2.573344988    8.611830579      72.663316    93.46727062    59.72004419 
242          NO_ID     2.57789902    13.15225951    108.5430896    129.4207426    91.52943687 
243          NO_ID    2.585257144    17.41354711    142.9799176    163.9769233    121.8774494 
244          NO_ID    2.592387312    7.787999207    66.84885977    87.96184516     54.8093045 
245          NO_ID    2.598898482    13.25358929    110.2721328    131.4913082     93.7434121 
246          NO_ID    2.603220019   0.6323482379     21.9089057    43.19870775    4.487522936 
247          NO_ID    2.605668457    6.081018386     54.1562808    75.48614958    43.23577475 
248          NO_ID    2.606511453    1.770859231    25.80362555    47.14729802     12.5988798 
249          NO_ID    2.607906853    13.86611456     115.596636    136.9631673    98.75692369 
250          NO_ID      2.6153686    13.77644377    115.2148029    136.7037771    98.68054798 
251          NO_ID    2.631235999    12.70172271    107.2250989    128.9756105    92.08965585 
252          NO_ID     2.64192491    6.892680771     61.2666347    83.19422014    50.37994886 
253          NO_ID    2.646972785    11.68990207     99.6707431    121.6822018    85.77059905 
254          NO_ID    2.648923897    11.09305908    94.91012116    116.9540416    81.51150401 
255          NO_ID    2.655427709    2.770738156    32.01551287    54.16781358    20.45940827 
256          NO_ID    2.655956546    14.84864989    125.8625085    148.0236335    109.6875954 
257          NO_ID    2.667416592    6.751494979    60.83267942    83.18546072    50.30489691 
258          NO_ID    2.672102872    16.47243609    140.0880382    162.5194299    123.1665557 
259          NO_ID    2.673032448    1.681950605    26.52101238     48.9680138    12.58491588 
260          NO_ID    2.676603893    16.64453883    141.7587073    164.2657318    124.8730143 
261          NO_ID    2.686572486    18.82058113    160.4581214    183.1331058    142.2521282 
262          NO_ID    2.690251038     17.1794112    146.9642685    169.7013903    130.2034549 
263          NO_ID     2.69868388    10.50533115    91.95776305    114.8376515    80.12026825 
264          NO_ID    2.698847341    3.354344109    36.50305305    59.38571327    25.58543883 
265          NO_ID    2.729669159    12.56079684    110.2293854    133.6376867    98.00897222 
266          NO_ID    2.730240441   0.2933381499    23.55287529    46.97097567    2.289807414 
267          NO_ID     2.73034705    8.283311365     74.8115831    98.23151234    64.66485536 
268          NO_ID     2.73275938    13.95003104    122.0404013     145.501733    109.0954353 
269          NO_ID    2.752496513    19.73220796    172.2808641    196.0823147    156.5517248 
270          NO_ID    2.755151919    5.950907211    56.76108017    80.60847676    47.30454811 
271          NO_ID    2.758499744    19.88832364    174.0037888    197.9091752    158.4793541 
272          NO_ID    2.762474507     8.64402574    78.75554305    102.7298704    69.07823418 
273          NO_ID    2.772025905    2.611384123    33.16522041    57.30561929    21.01328478 
274          NO_ID    2.779720618    13.64824746    121.6336029    145.9082078    110.4352715 
275          NO_ID    2.801204749     10.6317764    96.75524091    121.4065269    87.36232029 
276          NO_ID    2.802621132    19.67865299    175.0128818    199.6891032    161.8649324 
277          NO_ID     2.81739147    17.29754041    155.1197498    180.0567531     143.782941 
278          NO_ID    2.820386986    7.398024792    70.15225159    95.14231032    61.62569133 
279          NO_ID    2.828013502    6.262749492    61.05102002    86.17641109    52.45134338 
280          NO_ID    2.829001999   0.4844931143    25.50901263    50.65197129    4.060530115 
281          NO_ID    2.830304221    15.30276335    138.3747282    163.5408394    128.3703479 
282          NO_ID    2.836878674    12.86145105    117.3805985    142.6637611    108.3927193 
283          NO_ID    2.877508366    3.457515735    40.66421365    66.67677171     29.9796096 
284          NO_ID    2.878282742  0.08804012094     26.0387331     52.0652937   0.7637938477 
285          NO_ID    2.879817557    5.566923891    56.70516885    82.75949365    48.34748106 
286          NO_ID    2.883760968     7.93477883    76.48622129    102.6119487    69.10062293 
287          NO_ID    2.918068079    11.12536458    105.4403713    132.1914139    99.20503378 
288          NO_ID    2.927969253    8.326588798    81.18939166    108.1222779     74.7530229 
289          NO_ID    2.937292234    19.31106186    180.2477271     207.352401     174.473345 
290          NO_ID    2.957127813    11.66356771    111.7839313    139.2559178    106.8071249 
291          NO_ID     2.96494038     10.6656795    103.1141405    130.7314776    98.18588897 
292          NO_ID    2.978832984    19.54862127    185.0532194     212.929972    181.6506929 
293          NO_ID     2.99599989    1.443865607    31.30287404    59.50185789    13.57184765 
294          NO_ID    3.006890571     5.96408157    63.09452674      91.498894    56.46865441 
295          NO_ID    3.012254803    5.136506439    56.35012492     84.8559282    48.80674737 
296          NO_ID    3.022079171   0.6514160338    29.35103643    58.04308438    6.230153359 
297          NO_ID    3.042373803    18.93231044    183.2746589     212.353361    183.5090051 
298          NO_ID    3.054995636   0.7989508476    30.30657168    59.62705068    7.808540519 
299          NO_ID    3.059479652    2.326507625    36.94303544    66.34964876    22.80490337 
300          NO_ID    3.060690287    11.19096112    111.5579583    140.9878486    109.7829194 
301          NO_ID    3.073811146    5.587003215    61.57810704    91.26086391    55.27921936 
302          NO_ID    3.075003136    14.15042137    139.8892582    169.5950408    140.1164471 
303          NO_ID    3.078622363    14.54035979    143.7487674    173.5245176     144.316707 
304          NO_ID    3.092710331    4.218273696    50.82024662     80.8691317    42.25147384 
305          NO_ID    3.098574576    17.61893744    174.1429497    204.3058972    177.1463619 
306          NO_ID    3.102541502    19.66912752    194.0837858    224.3240146    198.2663052 
307          NO_ID    3.103499158    11.68014063    117.8320072    148.0909072    117.8094025 
308          NO_ID    3.106121078    10.24042158    104.4234331    134.7334818    103.4625589 
309          NO_ID     3.11785285    12.12455664    122.6241037     153.163546    123.4257326 
310          NO_ID    3.119633204    15.89706991    158.7726965     189.347026    162.0140842 
311          NO_ID    3.121697872    6.642926348    71.98271248    102.5975254    67.79064902 
312          NO_ID    3.133853997    2.041617055    36.82355462    67.67726447    20.99715342 
313          NO_ID    3.136835542    17.30979509    173.3604471    204.2728933    178.3627029 
314          NO_ID       3.137489    15.60662905    156.9078116    187.8331383    160.8800341 
315          NO_ID    3.138060422      3.7091898     47.8980561    78.83464852    38.24989769 
316          NO_ID    3.148805459    10.87444038    111.9918022    143.1406174    112.9086445 
317          NO_ID    3.158186606    7.578723294    81.46173488    112.7964281    79.15898984 
318          NO_ID    3.172398937    18.76962019    189.7183969    221.3357467    197.8152158 
319          NO_ID    3.198497139    16.46441724    168.5335746    200.6732736    176.3871384 
320          NO_ID    3.215608533    6.175238363    70.33413686    102.8186392    66.86651498 
321          NO_ID     3.22037982    4.267943867    54.09225853    86.67323271    46.35125631 
322          NO_ID     3.22855686    18.15626105      187.04437    219.7910104    198.1855176 
323          NO_ID    3.236947261    7.400130391    82.13753494    115.0546011    81.19686048 
324          NO_ID    3.239742179    8.515417272    92.73015375    125.7040884    93.59560423 
325          NO_ID    3.266117113    6.718068722    76.64760732    110.1606129    75.04755823 
326          NO_ID    3.272886557    14.26167869    150.4515018    184.1035714    159.9783342 
327          NO_ID    3.293717365    5.338519274    64.90819497    98.98999561     60.6487832 
328          NO_ID    3.295373043  0.04561786542    34.11934221    68.23541577    0.518767484 
329          NO_ID    3.301663386    4.410626006    57.14719838    91.39364057    50.34941618 
330          NO_ID     3.30497414    15.25892908    162.1052846    196.4204427    174.5375212 
331          NO_ID    3.315774441    15.03961214    160.4271304    194.9669315    173.1550704 
332          NO_ID    3.318404054    10.17712069    111.5948474    146.1894545    117.3578308 
333          NO_ID    3.327147501    8.208359586    92.57853671    127.3556862    95.15444946 
334          NO_ID    3.337075521    9.116920516    101.7809555    136.7659607     106.318504 
335          NO_ID    3.343046933     5.80674737    70.37004703    105.4803697    67.95892451 
336          NO_ID    3.363530065    17.84923325    191.9295806    227.4714692    211.4651529 
337          NO_ID     3.37088938    15.97350866    172.8844427    208.5820309    190.0719111 
338          NO_ID     3.38079584    5.999464368    73.14168268    109.0493972    71.80901786 
339          NO_ID    3.381295066    13.69308384    149.8259793    185.7442992    163.9441886 
340          NO_ID    3.385682475    7.501121036    87.53576962    123.5473619    90.04243735 
341          NO_ID    3.391638772    14.45095941    158.1610986    194.2995098    174.0782379 
342          NO_ID     3.39239712    13.49767226    148.3256775    184.4802511    162.6675286 
343          NO_ID    3.410669613    1.467403845    39.78393498    76.32903683    17.87547432 
344          NO_ID    3.424573277    1.064326466    38.58203618    75.42569903    13.07122849 
345          NO_ID    3.425112466    7.755509646    91.22769565    128.0829613    95.27712268 
346          NO_ID     3.43418501    7.309840576    87.13418657    124.1849575    90.27840962 
347          NO_ID    3.439562252    8.687085169    100.9602254    138.1271153    107.6239793 
348          NO_ID    3.447912784    11.75524855    132.6963055    170.0438812    146.3433449 
349          NO_ID    3.468928516    9.028797843    105.4079296    143.2121749    113.7756297 
350          NO_ID    3.507812523    12.10706669    138.9084952    177.5650033    156.0056406 
351          NO_ID    3.523778912    5.049601069    68.16584998     107.175062     65.6603195 
352          NO_ID    3.606447374    10.59639444     126.819998    167.6810056    144.3264511 
